REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-72.53156498,44.471864,2365,Moose,NULL,NULL,8/24/98,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,Kesick Swamp 0070/0215/0420
AOT,-72.53159888,44.13773714,906,Beaver,Beaver,Beaver found on pavement;Eastbound side of the highway (1 mile South of Brookfield/Williamstown line.,7/14/04,917,VT 14,14,5.7,5.7,V014-0917,WILLIAMSTOWN,NULL
FW,-72.53208828,44.47087373,1898,Bear,NULL,NULL,10/11/00,-9999,NULL,-9999,-9999,-9999,NULL,CAMBRIDGE,RT 15  1/4 MILE W OF JOHNSON/CAMBRIDGE LINE
FW,-72.53319837,43.44052504,2709,Moose,NULL,NULL,7/4/97,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,S.H. 2 .2mi Northeast Carr Bk.
FW,-72.53426616,43.39587676,2713,Moose,NULL,NULL,7/30/92,-9999,NULL,-9999,-9999,-9999,NULL,EAST HAVEN,RT 114 .5 MI S OF CASEY CORNERS
FW,-72.53526161,44.4263968,2868,Moose,NULL,NULL,9/25/01,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,"RTE 100, 0.3 S OF EDEN/ LOWELL LINE"
FW,-72.53568746,44.43483969,2522,Moose,NULL,NULL,4/22/97,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I-93 South 0/50
FW,-72.53674898,44.98450221,1243,Moose,NULL,NULL,5/27/90,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I 89 MM 66/60 SB
AOT,-72.53700723,43.45792822,541,Other,Other,Skunk,10/14/05,1414,VT 106,106,1,1,V106-1414,READING,NULL
FW,-72.53720989,44.43936642,2521,Moose,NULL,NULL,5/27/96,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I-93 mile 5
FW,-72.53763759,44.46710791,1879,Bear,NULL,NULL,10/20/93,-9999,NULL,-9999,-9999,-9999,NULL,BARNET,I 91 N. 124/35
AOT,-72.53805407,44.98463119,2012,Deer RK UN,"Deer, RoadKill, Unknown",4/28/2004 Found during Green-Up,6/16/04,1210,I 89,89,60.4,60.4,I089-1210,MIDDLESEX,NULL
FW,-72.53867832,44.4667808,1889,Bear,NULL,NULL,10/2/00,-9999,NULL,-9999,-9999,-9999,NULL,BRADFORD,I-91    MM 102/28 SOUTH
FW,-72.54135792,44.46571828,1881,Bear,NULL,NULL,10/15/99,-9999,NULL,-9999,-9999,-9999,NULL,ANDOVER,RT 11 APPROX. 40 FT EAST OF WINDHAM TOWN LINE
AOT,-72.54162427,44.24147524,210,Beaver,Beaver,NULL,4/26/04,1203,US 2,2,0.102,0.102,U002-1203,BERLIN,NULL
AOT,-72.54197261,44.44226838,261,Moose,Moose,Sighted 2 Moose. Could not tell what one was because it scurried off in the brush. One was a female adult slightly deformed at the head. I even got the picture to prove it. She was confused and tied up traffic for about 10 minutes.,9/22/04,1220,VT 12,12,7.2,7.2,V012-1220,WORCESTER,NULL
FW,-72.54210887,44.46547556,2366,Moose,NULL,NULL,9/18/98,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,Rt 7 Kesick Swamp WMA
FW,-72.54233495,44.42145877,2193,Moose,NULL,NULL,7/20/02,-9999,NULL,-9999,-9999,-9999,NULL,IRASBURG,I-91 S mm 163/20
FW,-72.54245981,44.46521849,1892,Bear,NULL,NULL,10/2/03,-9999,NULL,-9999,-9999,-9999,NULL,BRISTOL,RTE 116  1.2 MI NORTH OF LINCOLN RD
FW,-72.54287153,44.42043181,2191,Moose,NULL,NULL,9/11/99,-9999,NULL,-9999,-9999,-9999,NULL,IRASBURG,"0.5 MI E OF BRAULT'S, BURTON HILL"
AOT,-72.54287217,43.27784071,417,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,7/11/04,1418,VT 11,11,0.3,0.3,V011-1418,SPRINGFIELD,NULL
AOT,-72.5438715,44.56821022,101,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)","Turkey hit by a vehicle. Tom, adult turkey. Dead",3/16/04,807,VT 15,15,3.55,3.55,V015-0807,MORRISTOWN,NULL
FW,-72.54421648,44.46364003,2364,Moose,NULL,NULL,6/26/99,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,"RT 7, HERICK SWAMP WMA"
FW,-72.54523981,44.46027076,1882,Bear,NULL,NULL,8/25/03,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,RT 58 (MI WEST OF RT 5)
FW,-72.54536784,44.45992234,2362,Moose,NULL,NULL,5/30/97,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,rt. 9 .5 mi east of Somerset Rd.
FW,-72.54568675,44.4594258,1876,Bear,NULL,NULL,6/24/01,-9999,NULL,-9999,-9999,-9999,NULL,Cavendish,"Rte 103, across from winery"
FW,-72.54578927,44.45908962,1888,Bear,NULL,NULL,9/30/03,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,I-89  SB  MM 72
FW,-72.54602167,44.45884501,1880,Bear,NULL,NULL,7/12/01,-9999,NULL,-9999,-9999,-9999,NULL,ALBANY,"HARTWELL POND RD, BY POND"
FW,-72.5460614,44.45088664,2194,Moose,NULL,NULL,9/24/02,-9999,NULL,-9999,-9999,-9999,NULL,JAMAICA,Rt. 30 S of Jo-mary motel
FW,-72.54617645,43.81144138,1247,Moose,NULL,NULL,5/15/93,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I 89 MM 55-50
FW,-72.5463795,44.45149416,2189,Moose,NULL,NULL,10/7/00,-9999,NULL,-9999,-9999,-9999,NULL,HARTLAND,I-91 SB MM 67
FW,-72.54667172,44.45257668,1896,Bear,NULL,NULL,8/28/01,-9999,NULL,-9999,-9999,-9999,NULL,BROWNINGTON,I-91  MM 164/15 SB
FW,-72.54667769,44.45786623,1163,Moose,NULL,NULL,4/27/99,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,Rt 114 1.3 mi N of underpass
FW,-72.54682049,44.22158695,2298,Moose,NULL,NULL,10/7/03,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,Winhall Rt. 30
FW,-72.54686618,44.4575608,1883,Bear,NULL,NULL,10/3/03,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,MM45/80  NB  I-89
AOT,-72.54689063,44.5682281,845,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",One Tom Turkey and 2 hens beside roadway.,4/22/04,807,VT 15,15,3.4,3.4,V015-0807,MORRISTOWN,NULL
FW,-72.54703296,44.45479329,1878,Bear,NULL,NULL,5/6/95,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,RT16 1.6Mi.W ROARING BROOK RD
FW,-72.54719697,44.45578344,1891,Bear,NULL,NULL,7/28/02,-9999,NULL,-9999,-9999,-9999,NULL,BRIDGEWATER,RT 4 BETWEEN ROGERS RD & SEVERANCE FURS
FW,-72.54733265,43.33479944,2229,Moose,NULL,NULL,5/26/02,-9999,NULL,-9999,-9999,-9999,NULL,NEWBURY,Rt 302 1/2 miles east of I-91
AOT,-72.54790228,43.27945014,708,Deer RK FD,"Deer, RoadKill, Fawn Doe",NULL,7/14/04,1418,VT 11,11,0.02,0.02,V011-1418,SPRINGFIELD,NULL
FW,-72.54843053,43.23183796,2546,Moose,NULL,NULL,8/16/96,-9999,NULL,-9999,-9999,-9999,NULL,COLCHESTER,I-89 Exit 17
FW,-72.548582,44.41363809,2190,Moose,NULL,NULL,5/25/02,-9999,NULL,-9999,-9999,-9999,NULL,HUNTINGTON,Main Road Hanksville
AOT,-72.5488284,44.56784266,891,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,5/27/05,807,VT 15,15,3.3,3.3,V015-0807,MORRISTOWN,NULL
FW,-72.54899365,44.41327217,2192,Moose,NULL,NULL,5/31/98,-9999,NULL,-9999,-9999,-9999,NULL,IRASBURG,1.5 mi N of Orleans Village--River Rd
FW,-72.55127689,42.89322496,2196,Moose,NULL,NULL,8/21/02,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,Rt. 100 0.2 m N of Rt. 4 jct.
FW,-72.55358132,43.92188248,1943,Bear,NULL,NULL,8/20/02,-9999,NULL,-9999,-9999,-9999,NULL,WHITINGHAM,BOSELY HILL ROAD BY TUNNEL STREET
AOT,-72.55422634,43.48932102,384,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,4/14/04,1414,VT 106,106,3.6,3.6,V106-1414,READING,NULL
FW,-72.55471265,42.79978799,1265,Moose,NULL,NULL,5/30/00,-9999,NULL,-9999,-9999,-9999,NULL,ROXBURY,RT 12A ROXBURY VILLAGE BY TEELA WOOKET CAMP
FW,-72.55665844,42.88894396,2201,Moose,NULL,NULL,12/20/00,-9999,NULL,-9999,-9999,-9999,NULL,LOWELL,RTE 58  1.0 MI E. OF LOWELL
FW,-72.55697116,42.80273734,1266,Moose,NULL,NULL,11/7/00,-9999,NULL,-9999,-9999,-9999,NULL,ROXBURY,"RT 12A, 1 MILE SOUTH OF HATCHERY"
AOT,-72.55788755,43.23822954,293,Other,Other,dead coyote.,3/21/04,1407,VT 103,103,0.32,0.32,V103-1407,CHESTER,NULL
AOT,-72.55852795,44.56593492,952,Other,Other,Dead baby fox. This is right in by the WLVB Radio station.,8/23/04,807,VT 15,15,2.8,2.8,V015-0807,MORRISTOWN,NULL
FW,-72.55945628,42.85529959,2197,Moose,NULL,NULL,4/19/02,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,Rte 4 .1 mile E of Killington Access Road
FW,-72.56066337,42.78305101,1267,Moose,NULL,NULL,6/7/99,-9999,NULL,-9999,-9999,-9999,NULL,ROXBURY,Rt 12A. .5 mi South of Roxbury Hatchery
AOT,-72.56109505,43.24009351,557,Deer RK FD,"Deer, RoadKill, Fawn Doe",NULL,5/10/05,1407,VT 103,103,0.52,0.52,V103-1407,CHESTER,NULL
FW,-72.56110382,42.77621354,2214,Moose,NULL,NULL,5/18/03,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,"Interstate 89, MM 59/60"
AOT,-72.56115609,44.11637059,581,Deer RK UN,"Deer, RoadKill, Unknown",NULL,2/22/04,917,VT 64,64,3.06,3.06,V064-0917,WILLIAMSTOWN,NULL
FW,-72.56141475,42.77268174,2243,Moose,NULL,NULL,8/19/02,-9999,NULL,-9999,-9999,-9999,NULL,JAY,"Rte 105, 8 MI  E. of Richford"
FW,-72.56271334,42.76715802,2654,Moose,NULL,NULL,7/6/95,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,Rt. 114 - Cole Hill.
FW,-72.56275722,42.76729087,2803,Moose,NULL,NULL,8/24/99,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,"RT 114,  BY LICK NORTH END OF NORTON POND"
FW,-72.56394845,44.35814029,2665,Moose,NULL,NULL,8/26/99,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,"RT 114, HARRIMAN HILL"
FW,-72.56466907,43.2833889,2230,Moose,NULL,NULL,7/21/03,-9999,NULL,-9999,-9999,-9999,NULL,NEWBURY,Interstate 91 MM 102
FW,-72.56475582,44.35737964,2869,Moose,NULL,NULL,5/19/00,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,RT100 EDEN/HYDE PARK
FW,-72.56529343,42.75922277,2853,Moose,NULL,NULL,6/6/99,-9999,NULL,-9999,-9999,-9999,NULL,ST. ALBANS T,I-89 1 MILE SOUTH OF EXIT 19
FW,-72.56559992,44.56600883,1905,Bear,NULL,NULL,5/25/95,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I 91 20 Mi.S EXIT 27
FW,-72.56613539,42.83439792,2195,Moose,NULL,NULL,8/22/03,-9999,NULL,-9999,-9999,-9999,NULL,JAY,2.0 W of top of Jay/Richford Mtn Rt. 105
FW,-72.56640897,42.74450398,1183,Moose,NULL,NULL,11/12/01,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,"RTE 4, 1/4 MI W OF MENDON BEAVER POND"
FW,-72.56651441,42.74419334,2203,Moose,NULL,NULL,12/17/01,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,US Rte 2 Carr Brook
FW,-72.56654152,42.74407638,2527,Moose,NULL,NULL,10/8/01,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,BOLTON FLATS I-89 NB MM 70.5
FW,-72.56670776,42.75080499,2622,Moose,NULL,NULL,9/8/00,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,1 mile south of rte. 102 & 105
FW,-72.56676698,42.75033144,2682,Moose,NULL,NULL,7/29/98,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,Rt 114 1.5 mi W of Wallace Rd (Slocumbs Cabin)
FW,-72.56693867,43.60109186,2287,Moose,NULL,NULL,5/14/03,-9999,NULL,-9999,-9999,-9999,NULL,WHEELOCK,"Interstate 91, MM 143, NB"
AOT,-72.56759328,44.33809654,68,Deer RK FD,"Deer, RoadKill, Fawn Doe",Deer killed by vehicle.,6/25/04,1210,VT 12,12,2.6,2.6,V012-1210,MIDDLESEX,NULL
FW,-72.56814784,42.74071257,2558,Moose,NULL,NULL,11/8/00,-9999,NULL,-9999,-9999,-9999,NULL,MILTON,RT 2 NEAR SANDBAR REFUGEmilton
FW,-72.5683876,42.81169414,2204,Moose,NULL,NULL,8/20/03,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,"Lunenburg, 1 Fournier Rd"
FW,-72.56950012,42.73354986,1268,Moose,NULL,NULL,6/16/96,-9999,NULL,-9999,-9999,-9999,NULL,WARREN,RT 100 village North
FW,-72.57143636,44.99684473,2834,Moose,NULL,NULL,7/18/89,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,RT 114 3 MI ABOVE UNDERPASS RD.
FW,-72.5718639,44.99696,2593,Moose,NULL,NULL,4/28/86,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,.7M NW STATE HWY 102 - STATE HWY 105
FW,-72.57333523,44.48147264,1161,Moose,NULL,NULL,11/25/98,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 Morgan S. of underpass
FW,-72.57420419,43.24823079,2231,Moose,NULL,NULL,5/27/02,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,VT Rte 114 near Devost's pit road
AOT,-72.57479191,43.60120005,161,Other,Other,Raccoon,8/10/04,1424,US 4,4,2.8,2.8,U004-1424,WOODSTOCK,NULL
FW,-72.57571907,44.16813359,2104,Moose,NULL,NULL,4/12/02,-9999,NULL,-9999,-9999,-9999,NULL,BENNINGTON,0.2 mile south of exit 2 - VT Rte 7
FW,-72.5767428,44.16894732,2099,Moose,NULL,NULL,4/13/02,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,"Rte 5 @ twin bridges, Nault Road"
FW,-72.57786891,44.33132276,2819,Moose,NULL,NULL,9/8/96,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Noel Res. VT Rte 114 .5-.75 m N of Norton Pond
AOT,-72.57819401,44.32187617,149,Beaver,Beaver,4/9/2004 Found under guardrail; not on pavement,6/16/04,1210,VT 12,12,1.2,1.2,V012-1210,MIDDLESEX,NULL
AOT,-72.57887608,44.33018243,989,Beaver,Beaver,Dead beaver. Roadkill.,4/23/04,1210,VT 12,12,1.81,1.81,V012-1210,MIDDLESEX,NULL
AOT,-72.57977557,44.21482102,823,Turtle,Turtle,Hit by car,6/7/05,1203,VT 62,62,0.2,0.2,V062-1203,BERLIN,NULL
FW,-72.57993896,44.2060038,2299,Moose,NULL,NULL,6/9/02,-9999,NULL,-9999,-9999,-9999,NULL,WOLCOTT,"Rt. 15, Walcott / Hardwick town line"
FW,-72.58032846,42.8547785,1110,Moose,NULL,NULL,12/4/98,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,1 mi S. of Derby exit I 91 SB
FW,-72.58051994,44.16691081,2102,Moose,NULL,NULL,8/4/00,-9999,NULL,-9999,-9999,-9999,NULL,BELVIDERE,"RTE 109, RATTLING BROOK"
FW,-72.58162829,42.85566284,1109,Moose,NULL,NULL,10/19/98,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I-91 SBL just N of exit 27
FW,-72.58258868,44.2139706,2097,Moose,NULL,NULL,6/22/02,-9999,NULL,-9999,-9999,-9999,NULL,BARRE,"Rt. 110, 1/2 mile south of E. Barre dam"
FW,-72.58259344,44.21092917,2100,Moose,NULL,NULL,5/27/03,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,Interstate 91 MM 161 Northbound
FW,-72.58319729,44.21447298,2098,Moose,NULL,NULL,8/15/02,-9999,NULL,-9999,-9999,-9999,NULL,GLOVER,I-91 MM 153
AOT,-72.58327072,44.24880903,363,Deer,Deer,4/7/2004 Found on shoulder of pavement,6/16/04,1211,VT 12,12,0.3,0.3,V012-1211,MONTPELIER,NULL
FW,-72.58385432,44.21558327,2300,Moose,NULL,NULL,10/26/02,-9999,NULL,-9999,-9999,-9999,NULL,WOLCOTT,1.2 mi S. of N. Wolcott - Gulf Rd.
FW,-72.58537897,44.24024449,2101,Moose,NULL,NULL,6/11/03,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,MM 160/40 NB on Interstate 91
FW,-72.58769977,44.76367267,1874,Bear,NULL,NULL,6/1/01,-9999,NULL,-9999,-9999,-9999,NULL,Cavendish,"Rte 103, Proctotrsville Gulf, 50 yds S of sign fo"
FW,-72.58796383,44.68774721,2563,Moose,NULL,NULL,5/14/93,-9999,NULL,-9999,-9999,-9999,NULL,RICHMOND,I 89 NB 77.5
FW,-72.58875897,44.2469171,2821,Moose,NULL,NULL,5/23/97,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rte. 114 1 mile north of Norton
FW,-72.58970997,44.1508309,2773,Moose,NULL,NULL,10/5/92,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,RT 2 1 M WEST TH 5
FW,-72.59082167,43.83558972,2221,Moose,NULL,NULL,6/30/02,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,3/10 mi North jct 111/114 on 114
FW,-72.59082167,43.83558972,2262,Moose,NULL,NULL,6/15/03,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,1 Mi S of exit 3 on Vt Rt 7
FW,-72.59098952,44.68468648,1869,Bear,NULL,NULL,8/25/96,-9999,NULL,-9999,-9999,-9999,NULL,Irasburg,"Rte 14, top of hill just S of Irasburg"
FW,-72.59104838,44.68457511,1870,Bear,NULL,NULL,9/14/95,-9999,NULL,-9999,-9999,-9999,NULL,Lunenburg,jct Rye 2 and TH #10
FW,-72.59110878,44.68415615,2360,Moose,NULL,NULL,11/7/01,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,RTE 9 SEARSBURG @ 0.7 MI W OF RTE 8
FW,-72.59177017,44.68273618,1901,Bear,NULL,NULL,10/6/03,-9999,NULL,-9999,-9999,-9999,NULL,DANBY,"DANBY-PAWLET RD, 3/4 MI E TOWN LINE"
FW,-72.59282781,44.14657834,1958,Bear,NULL,NULL,6/15/01,-9999,NULL,-9999,-9999,-9999,NULL,STOWE,RT 100 ON STOWE/WATERBURY LINE
AOT,-72.59353256,44.57632663,379,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Roadkill,10/10/05,807,VT 15,15,0.8,0.8,V015-0807,MORRISTOWN,NULL
FW,-72.59547315,44.25025062,2145,Moose,NULL,NULL,6/8/03,-9999,NULL,-9999,-9999,-9999,NULL,CRAFTSBURY,3.2 S of Albany Rt 14
FW,-72.59575059,44.25031483,1220,Moose,NULL,NULL,7/1/00,-9999,NULL,-9999,-9999,-9999,NULL,DUXBURY,RT 2 DUXBURY/MORETOWN TOWN LINE
FW,-72.595772,44.25046907,1218,Moose,NULL,NULL,6/12/99,-9999,NULL,-9999,-9999,-9999,NULL,CALAIS,Mirror Lake TH-5
FW,-72.59609143,44.25093751,2146,Moose,NULL,NULL,4/19/02,-9999,NULL,-9999,-9999,-9999,NULL,DANVILLE,W. Danville Rt 2  .2 mil East of jct 2 & 15
FW,-72.59641923,44.25170321,1219,Moose,NULL,NULL,6/24/00,-9999,NULL,-9999,-9999,-9999,NULL,CALAIS,RT 14 .7 NORTH OF E. MONTPELIER TOWN LINE
FW,-72.59659225,44.25137817,2143,Moose,NULL,NULL,2/1/98,-9999,NULL,-9999,-9999,-9999,NULL,CRAFTSBURY,East Hill Rd at Eden Town Line
FW,-72.59694714,44.76435767,1863,Bear,NULL,NULL,10/3/99,-9999,NULL,-9999,-9999,-9999,NULL,Sheffield,"I-91 NB, mm 150/50"
FW,-72.59735999,44.25247784,2440,Moose,NULL,NULL,6/23/83,-9999,NULL,-9999,-9999,-9999,NULL,RYEGATE,I 91 S MM 114/20
AOT,-72.59777847,44.58099866,403,Other,Other,Roadkill,10/10/05,807,VT 15,15,0.4,0.4,V015-0807,MORRISTOWN,NULL
FW,-72.59894227,44.25467649,2147,Moose,NULL,NULL,5/27/02,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I-91 NB 169/70
FW,-72.59919898,42.89821459,2623,Moose,NULL,NULL,9/12/01,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,"RTE 105, NOTCH POND RD"
FW,-72.5998019,44.25556204,2149,Moose,NULL,NULL,6/17/00,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,EXIT 27 I-91 NORTH
FW,-72.60030023,43.84805052,2301,Moose,NULL,NULL,6/13/03,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,Rte. 145 approx. 1 mi. From Hdwk town line
FW,-72.60137,44.12775386,1954,Bear,NULL,NULL,9/30/00,-9999,NULL,-9999,-9999,-9999,NULL,GLOVER,I-91  MM 153
FW,-72.60172074,44.7654325,1157,Moose,NULL,NULL,10/17/96,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,Rt. 114 0.2 mi. s. of Underpass Pond
FW,-72.60270401,44.76543684,1875,Bear,NULL,NULL,6/3/01,-9999,NULL,-9999,-9999,-9999,NULL,Barnard,"Rte 12 N of Barnard, crossed Pond Brk then Rte 12"
FW,-72.60271661,44.05691145,1112,Moose,NULL,NULL,6/17/95,-9999,NULL,-9999,-9999,-9999,NULL,GLOVER,I-91 just S of Barton line Northbound.
FW,-72.60279684,44.55892799,1223,Moose,NULL,NULL,5/1/99,-9999,NULL,-9999,-9999,-9999,NULL,DUXBURY,Rt 100 1 mi North of Harwood Union H.S.
FW,-72.60337383,44.26019881,2439,Moose,NULL,NULL,5/8/89,-9999,NULL,-9999,-9999,-9999,NULL,NEWBURY,I 91 SB JUST N EXIT 17
FW,-72.60464772,44.76504146,2359,Moose,NULL,NULL,9/23/01,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,RTE 8 @ 2 MI FROM JCT W/ RTE 9
AOT,-72.60499187,44.58941579,829,Deer RK AD,"Deer, RoadKill, Adult Doe",Hit by an automobile.,6/14/04,805,VT 15,15,2.6,2.6,V015-0805,HYDE PARK,NULL
FW,-72.60541451,44.11922671,2507,Moose,NULL,NULL,10/9/95,-9999,NULL,-9999,-9999,-9999,NULL,SUTTON,US 5 4/10 MI S OF BARTON TOWN LINE
FW,-72.6074706,44.11512599,1956,Bear,NULL,NULL,9/10/95,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I 89 MM8/45
FW,-72.60760921,44.11474984,1289,Moose,NULL,NULL,5/19/00,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,"RT100- WTBY/STOWE, FT 6 CLUB"
FW,-72.60761135,44.04649747,1960,Bear,NULL,NULL,4/1/94,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,RT7 1 mi.S MANCHESTER TOWN LINE
FW,-72.60788872,44.04559089,1916,Bear,NULL,NULL,10/31/00,-9999,NULL,-9999,-9999,-9999,NULL,HYDE PARK,RT 15  BY HYDE PART/JOHNSON LINE
FW,-72.60840359,44.04533714,1920,Bear,NULL,NULL,10/11/01,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,RT 4  100 YDS W OF LONG TRAIL INN
FW,-72.60919635,44.26134276,2820,Moose,NULL,NULL,10/22/96,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RT 114 Norton Flats by Donald Roy Res.
FW,-72.60948686,44.22933256,2103,Moose,NULL,NULL,6/26/02,-9999,NULL,-9999,-9999,-9999,NULL,BELVIDERE,Rte 118 Belvidere Pond
FW,-72.60949009,44.86324779,1216,Moose,NULL,NULL,6/7/93,-9999,NULL,-9999,-9999,-9999,NULL,CABOT,Rt. 2 at North end of Molly's Pond
FW,-72.60958881,43.26698343,2329,Moose,NULL,NULL,7/29/98,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,Granville- Rt 100 Puddledock Rd
FW,-72.60967441,44.26116699,2148,Moose,NULL,NULL,6/22/93,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I 91  SBL  MM 169/75  Just below Newport exit
FW,-72.60988878,44.07385967,2890,Moose,NULL,NULL,9/30/95,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,RT 12 7/10 MI N OF SB MOOSE XING 2000FT SIGN.
FW,-72.61021763,44.26141135,2144,Moose,NULL,NULL,11/13/88,-9999,NULL,-9999,-9999,-9999,NULL,CRAFTSBURY,W OF WILD BRANCH - N OF JIM MOFFET'S SUPER FIELD
FW,-72.61049213,44.04137767,1917,Bear,NULL,NULL,6/18/02,-9999,NULL,-9999,-9999,-9999,NULL,IRASBURG,"1.5 SOUTH COVENTRY, ROUTE 5"
FW,-72.61092825,44.10001951,1957,Bear,NULL,NULL,9/2/95,-9999,NULL,-9999,-9999,-9999,NULL,STARKSBORO,RT116 .25 mi S.VILLAGE
FW,-72.61097494,44.10187906,1959,Bear,NULL,NULL,8/11/94,-9999,NULL,-9999,-9999,-9999,NULL,STRATTON,.25 mi.S.TOWN OF STRATTON/W.WARDSBORO RD.
FW,-72.61099983,44.09802133,1955,Bear,NULL,NULL,10/3/99,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 N  MM 150/50
FW,-72.61212348,44.09499657,1290,Moose,NULL,NULL,6/13/98,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,Rt 100 North 3/10 mi N of Guild Hill Rd
FW,-72.61222677,44.03805285,1918,Bear,NULL,NULL,9/9/00,-9999,NULL,-9999,-9999,-9999,NULL,IRASBURG,2 MILES S OF IRASBURG - CREEK ROAD
FW,-72.61251985,44.76447001,1159,Moose,NULL,NULL,7/2/97,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,Underpass Rt 114
FW,-72.6125902,44.1078465,1961,Bear,NULL,NULL,9/30/94,-9999,NULL,-9999,-9999,-9999,NULL,TOPSHAM,RT302-2MI.E.JCT RT25
AOT,-72.61324324,44.59583925,485,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer ran into the car. Seen by Mike LaClair.,6/29/04,805,VT 15,15,2,2,V015-0805,HYDE PARK,NULL
FW,-72.61338164,43.91186648,1241,Moose,NULL,NULL,5/8/98,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,I-89 N.B.L. MM 61/10
FW,-72.61373439,44.11482509,2153,Moose,NULL,NULL,8/6/03,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I-91 just S of Derby exit 28
AOT,-72.61468794,42.86571371,745,Beaver,Beaver,Dead beaver in road by  bridge #51,4/26/04,1302,VT 9,9,3.6,3.6,V009-1302,BRATTLEBORO,NULL
FW,-72.61481226,43.90422508,1940,Bear,NULL,NULL,9/21/95,-9999,NULL,-9999,-9999,-9999,NULL,BENNINGTON,JCT S. STREAM AND NILES RD
